model,pretest,map_id,battle,map,outcome,reason,triggered,trigger_turn,target,launch_turn,launch_count,result_turn,first_attack_result,engaged,failed_waves,cf_start_bases_a,cf_start_bases_b,cf_final_bases_a,cf_final_bases_b,cf_relation,cf_unclaimed,cf_built_a,cf_built_b
65257,15,423,126678,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-126678\tc-1-423-vs-1558.log,W,"200 days elapsed, HQ hp 20 vs 10",1,44,49,,,45,NO_LAUNCH_RELEASED,,,6,5,8,9,BEHIND,0,T47:R39 T52:R45,T44:R49 T48:R53 T51:R63 T54:R57
65257,15,1007,127106,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-127106\tc-1-1007-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",1,48,30,53,5,60,SUCCESS,0,0,6,5,7,8,BEHIND,0,T48:R8,T48:R30 T51:R54 T54:R34
65257,15,939,128746,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-128746\tc-1-939-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",1,56,40,,,60,NO_LAUNCH_RESOLVED,0,0,5,5,6,6,TIED,1,T58:R25,T61:R32
65257,15,353,130335,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-130335\tc-1-353-vs-1558.log,W,B's HQ destroyed on day 153,1,48,29,52,2,62,SUCCESS,0,0,4,3,5,3,AHEAD,1,T51:R4,
65257,15,188,130976,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-130976\tc-1-188-vs-1558.log,W,B's HQ destroyed on day 178,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,15,1256,131333,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-131333\tc-1-1256-vs-1558.log,W,B's HQ destroyed on day 122,1,34,17,39,4,49,SUCCESS,0,0,4,3,5,4,AHEAD,0,T36:R8,T34:R17
65257,16,289,132535,D:\github\2026-NYPC\summission_result\tournament\Pretest #16\battle-132535\tc-1-289-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,16,1245,133784,D:\github\2026-NYPC\summission_result\tournament\Pretest #16\battle-133784\tc-1-1245-vs-1558.log,W,"200 days elapsed, HQ hp 25 vs 10",1,57,47,,,62,NO_LAUNCH_RESOLVED,0,0,6,6,7,9,BEHIND,1,T58:R41,T61:R53 T63:R55 T66:R22
65257,16,36,134846,D:\github\2026-NYPC\summission_result\tournament\Pretest #16\battle-134846\tc-1-36-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,16,1365,135514,D:\github\2026-NYPC\summission_result\tournament\Pretest #16\battle-135514\tc-1-1365-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,16,333,136186,D:\github\2026-NYPC\summission_result\tournament\Pretest #16\battle-136186\tc-1-333-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 15",1,58,49,68,6,75,SUCCESS,0,0,9,7,10,9,AHEAD,0,T61:R51,T58:R49 T60:R64
65257,16,418,136473,D:\github\2026-NYPC\summission_result\tournament\Pretest #16\battle-136473\tc-1-418-vs-1558.log,W,B's HQ destroyed on day 118,1,7,31,22,4,38,FAILURE_RELEASED,,,1,1,5,5,TIED,1,T15:R16 T29:R13 T40:R29 T43:R15,T15:R46 T29:R49 T40:R33 T43:R47
65257,16,1012,137142,D:\github\2026-NYPC\summission_result\tournament\Pretest #16\battle-137142\tc-1-1012-vs-1558.log,W,"200 days elapsed, HQ hp 25 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,16,1248,138111,D:\github\2026-NYPC\summission_result\tournament\Pretest #16\battle-138111\tc-1-1248-vs-1558.log,W,B's HQ destroyed on day 143,1,52,32,,,61,NO_LAUNCH_RESOLVED,0,0,6,5,6,6,TIED,1,,T55:R36
65257,17,865,140036,D:\github\2026-NYPC\summission_result\tournament\Pretest #17\battle-140036\tc-1-865-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,17,1558,142881,D:\github\2026-NYPC\summission_result\tournament\Pretest #17\battle-142881\tc-1-1558-vs-1222.log,W,"200 days elapsed, HQ hp 25 vs 15",1,50,43,56,5,62,SUCCESS,0,0,7,7,9,8,AHEAD,0,T51:R7 T55:R25,T50:R43
65257,17,1558,145525,D:\github\2026-NYPC\summission_result\tournament\Pretest #17\battle-145525\tc-1-1558-vs-332.log,W,"200 days elapsed, HQ hp 30 vs 7",1,52,31,,,58,NO_LAUNCH_RESOLVED,0,0,4,4,5,4,AHEAD,2,T55:R14,
65257,18,1558,145923,D:\github\2026-NYPC\summission_result\tournament\Pretest #18\battle-145923\tc-1-1558-vs-1183.log,W,"200 days elapsed, HQ hp 30 vs 15",1,43,51,,,51,NO_LAUNCH_RELEASED,,,6,5,9,10,BEHIND,0,T46:R19 T50:R52 T58:R39,T43:R51 T47:R54 T50:R76 T58:R83 T60:R63
65257,18,1558,146254,D:\github\2026-NYPC\summission_result\tournament\Pretest #18\battle-146254\tc-1-1558-vs-940.log,W,B's HQ destroyed on day 190,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,18,1558,146914,D:\github\2026-NYPC\summission_result\tournament\Pretest #18\battle-146914\tc-1-1558-vs-670.log,W,"200 days elapsed, HQ hp 25 vs 10",1,61,30,,,68,NO_LAUNCH_RESOLVED,0,0,5,5,5,5,TIED,1,,
65257,18,640,148191,D:\github\2026-NYPC\summission_result\tournament\Pretest #18\battle-148191\tc-1-640-vs-1558.log,W,"200 days elapsed, HQ hp 25 vs 6",1,68,32,,,69,NO_LAUNCH_RELEASED,,,5,5,6,6,TIED,1,T70:R34,T72:R53
65257,18,759,152031,D:\github\2026-NYPC\summission_result\tournament\Pretest #18\battle-152031\tc-1-759-vs-1558.log,W,B's HQ destroyed on day 129,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,19,1558,153099,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-153099\tc-1-1558-vs-301.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,19,1558,155212,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-155212\tc-1-1558-vs-1255.log,W,"200 days elapsed, HQ hp 25 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,19,1558,156273,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-156273\tc-1-1558-vs-1150.log,W,B's HQ destroyed on day 140,1,30,10,42,4,53,SUCCESS,0,0,4,3,5,4,AHEAD,0,T34:R3,T30:R10
65257,19,1010,156612,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-156612\tc-1-1010-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",1,62,33,,,69,NO_LAUNCH_RESOLVED,0,0,5,5,5,8,BEHIND,2,,T66:R43 T70:R37 T73:R39
65257,19,697,156956,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-156956\tc-1-697-vs-1558.log,W,B's HQ destroyed on day 185,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,19,809,157677,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-157677\tc-1-809-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 15",1,36,60,46,4,55,SUCCESS,0,0,5,4,9,8,AHEAD,0,T41:R17 T44:R12 T50:R22 T53:R32,T36:R60 T43:R75 T46:R86 T49:R76
65257,19,618,158398,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-158398\tc-1-618-vs-1558.log,W,B's HQ destroyed on day 141,1,49,33,,,55,NO_LAUNCH_RESOLVED,0,0,5,4,5,5,TIED,1,,T54:R5
65257,19,1126,158746,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-158746\tc-1-1126-vs-1558.log,W,B's HQ destroyed on day 157,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,19,184,159451,D:\github\2026-NYPC\summission_result\tournament\Pretest #19\battle-159451\tc-1-184-vs-1558.log,W,"200 days elapsed, HQ hp 20 vs 10",1,71,37,,,77,NO_LAUNCH_RESOLVED,0,0,7,6,8,6,AHEAD,1,T73:R45,
65257,20,1558,161625,D:\github\2026-NYPC\summission_result\tournament\Pretest #20\battle-161625\tc-1-1558-vs-1032.log,W,"200 days elapsed, HQ hp 30 vs 10",1,39,11,41,4,50,SUCCESS,0,0,5,4,5,6,BEHIND,0,,T39:R11 T42:R37
65257,20,1558,162344,D:\github\2026-NYPC\summission_result\tournament\Pretest #20\battle-162344\tc-1-1558-vs-562.log,W,B's HQ destroyed on day 139,1,29,13,43,5,52,SUCCESS,0,0,4,3,5,4,AHEAD,0,T34:R1,T29:R13
65257,20,1558,165232,D:\github\2026-NYPC\summission_result\tournament\Pretest #20\battle-165232\tc-1-1558-vs-109.log,W,"200 days elapsed, HQ hp 30 vs 15",1,51,29,59,5,65,SUCCESS,0,0,8,7,10,9,AHEAD,0,T53:R1 T59:R67,T51:R29 T53:R92
65257,20,1558,165589,D:\github\2026-NYPC\summission_result\tournament\Pretest #20\battle-165589\tc-1-1558-vs-395.log,W,B's HQ destroyed on day 160,1,32,17,39,5,50,SUCCESS,0,0,4,3,4,5,BEHIND,0,,T32:R17 T36:R28
65257,20,1558,165952,D:\github\2026-NYPC\summission_result\tournament\Pretest #20\battle-165952\tc-1-1558-vs-313.log,W,"200 days elapsed, HQ hp 30 vs 10",1,56,50,,,64,NO_LAUNCH_RESOLVED,0,0,6,5,9,9,TIED,1,T59:R4 T63:R60 T66:R43,T59:R83 T63:R72 T67:R57 T70:R14
65257,20,518,166309,D:\github\2026-NYPC\summission_result\tournament\Pretest #20\battle-166309\tc-1-518-vs-1558.log,W,B's HQ destroyed on day 132,1,71,40,,,78,NO_LAUNCH_RESOLVED,0,0,7,3,7,7,TIED,1,,T75:R45 T80:R26 T91:R68 T93:R29
65257,21,1558,167063,D:\github\2026-NYPC\summission_result\tournament\Pretest #21\battle-167063\tc-1-1558-vs-917.log,W,"200 days elapsed, HQ hp 25 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,21,1558,167791,D:\github\2026-NYPC\summission_result\tournament\Pretest #21\battle-167791\tc-1-1558-vs-288.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,21,1369,168870,D:\github\2026-NYPC\summission_result\tournament\Pretest #21\battle-168870\tc-1-1369-vs-1558.log,W,B's HQ destroyed on day 186,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,21,256,169972,D:\github\2026-NYPC\summission_result\tournament\Pretest #21\battle-169972\tc-1-256-vs-1558.log,W,B's HQ destroyed on day 185,1,54,31,61,2,64,SUCCESS,0,0,5,4,5,5,TIED,1,,T57:R13
65257,21,1558,170713,D:\github\2026-NYPC\summission_result\tournament\Pretest #21\battle-170713\tc-1-1558-vs-828.log,W,"200 days elapsed, HQ hp 30 vs 10",1,19,68,,,25,NO_LAUNCH_RELEASED,,,3,2,7,8,BEHIND,0,T27:R1 T36:R38 T40:R49 T47:R51,T19:R68 T30:R60 T35:R47 T44:R80 T48:R21 T51:R77
65257,22,1558,174804,D:\github\2026-NYPC\summission_result\tournament\Pretest #22\battle-174804\tc-1-1558-vs-764.log,W,"200 days elapsed, HQ hp 30 vs 10",1,37,21,46,3,51,SUCCESS,0,0,5,4,8,9,BEHIND,0,T41:R29 T44:R12 T54:R40,T37:R21 T40:R71 T48:R63 T51:R54 T54:R60
65257,22,1558,175927,D:\github\2026-NYPC\summission_result\tournament\Pretest #22\battle-175927\tc-1-1558-vs-1012.log,W,B's HQ destroyed on day 123,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,22,719,176646,D:\github\2026-NYPC\summission_result\tournament\Pretest #22\battle-176646\tc-1-719-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",1,60,48,,,66,NO_LAUNCH_RESOLVED,0,0,7,7,9,7,AHEAD,1,T62:R45 T65:R51,
65257,22,313,177006,D:\github\2026-NYPC\summission_result\tournament\Pretest #22\battle-177006\tc-1-313-vs-1558.log,W,B's HQ destroyed on day 115,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,22,1558,178934,D:\github\2026-NYPC\summission_result\tournament\Pretest #22\battle-178934\tc-1-1558-vs-1032.log,W,"200 days elapsed, HQ hp 25 vs 15",1,50,50,59,4,65,SUCCESS,0,0,7,6,8,9,BEHIND,0,T51:R22,T50:R50 T52:R75 T55:R58
65257,22,1464,179658,D:\github\2026-NYPC\summission_result\tournament\Pretest #22\battle-179658\tc-1-1464-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 15",1,75,46,87,4,90,SUCCESS,0,0,7,6,7,7,TIED,1,,T78:R73
65257,22,115,180415,D:\github\2026-NYPC\summission_result\tournament\Pretest #22\battle-180415\tc-1-115-vs-1558.log,W,"200 days elapsed, HQ hp 25 vs 10",1,79,45,81,3,86,SUCCESS,0,0,8,6,8,6,AHEAD,1,,
65257,23,1558,184207,D:\github\2026-NYPC\summission_result\tournament\Pretest #23\battle-184207\tc-1-1558-vs-721.log,W,"200 days elapsed, HQ hp 25 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,23,1558,184983,D:\github\2026-NYPC\summission_result\tournament\Pretest #23\battle-184983\tc-1-1558-vs-9.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,23,1558,185716,D:\github\2026-NYPC\summission_result\tournament\Pretest #23\battle-185716\tc-1-1558-vs-1409.log,W,B's HQ destroyed on day 140,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,23,25,186094,D:\github\2026-NYPC\summission_result\tournament\Pretest #23\battle-186094\tc-1-25-vs-1558.log,W,"200 days elapsed, HQ hp 25 vs 15",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,23,1558,187238,D:\github\2026-NYPC\summission_result\tournament\Pretest #23\battle-187238\tc-1-1558-vs-978.log,W,B's HQ destroyed on day 173,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,23,1558,188770,D:\github\2026-NYPC\summission_result\tournament\Pretest #23\battle-188770\tc-1-1558-vs-320.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,23,1558,189144,D:\github\2026-NYPC\summission_result\tournament\Pretest #23\battle-189144\tc-1-1558-vs-1537.log,W,"200 days elapsed, HQ hp 30 vs 8",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,24,1558,195260,D:\github\2026-NYPC\summission_result\tournament\Pretest #24\battle-195260\tc-1-1558-vs-1255.log,W,B's HQ destroyed on day 159,1,38,44,45,5,53,SUCCESS,0,0,5,4,6,7,BEHIND,0,T41:R9,T38:R44 T42:R54 T46:R38
65257,24,1558,198739,D:\github\2026-NYPC\summission_result\tournament\Pretest #24\battle-198739\tc-1-1558-vs-85.log,W,"200 days elapsed, HQ hp 25 vs 15",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,24,1558,199505,D:\github\2026-NYPC\summission_result\tournament\Pretest #24\battle-199505\tc-1-1558-vs-184.log,W,"200 days elapsed, HQ hp 25 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,25,1558,202629,D:\github\2026-NYPC\summission_result\tournament\Pretest #25\battle-202629\tc-1-1558-vs-640.log,W,"200 days elapsed, HQ hp 25 vs 10",1,49,43,,,58,NO_LAUNCH_RESOLVED,0,0,7,6,7,7,TIED,1,,T51:R47
65257,25,1558,203411,D:\github\2026-NYPC\summission_result\tournament\Pretest #25\battle-203411\tc-1-1558-vs-978.log,W,B's HQ destroyed on day 146,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,25,1414,204592,D:\github\2026-NYPC\summission_result\tournament\Pretest #25\battle-204592\tc-1-1414-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",1,51,8,51,3,56,SUCCESS,0,0,6,5,6,6,TIED,1,,T53:R42
65257,25,97,205771,D:\github\2026-NYPC\summission_result\tournament\Pretest #25\battle-205771\tc-1-97-vs-1558.log,W,"200 days elapsed, HQ hp 20 vs 10",1,61,37,,,66,NO_LAUNCH_RESOLVED,0,0,7,6,7,7,TIED,1,,T64:R41
65257,25,697,206165,D:\github\2026-NYPC\summission_result\tournament\Pretest #25\battle-206165\tc-1-697-vs-1558.log,W,"200 days elapsed, HQ hp 25 vs 10",1,55,15,58,5,64,SUCCESS,0,0,8,7,8,9,BEHIND,0,,T55:R15 T57:R62
65257,25,1558,206561,D:\github\2026-NYPC\summission_result\tournament\Pretest #25\battle-206561\tc-1-1558-vs-336.log,W,"200 days elapsed, HQ hp 30 vs 2",1,38,34,45,4,54,SUCCESS,0,0,5,4,8,7,AHEAD,0,T41:R6 T44:R12 T52:R40,T38:R34 T41:R56 T45:R52
65257,25,474,206953,D:\github\2026-NYPC\summission_result\tournament\Pretest #25\battle-206953\tc-1-474-vs-1558.log,W,B's HQ destroyed on day 111,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,25,696,207354,D:\github\2026-NYPC\summission_result\tournament\Pretest #25\battle-207354\tc-1-696-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",1,45,15,,,52,NO_LAUNCH_RESOLVED,0,0,6,5,6,6,TIED,1,,T47:R50
65257,26,1558,211228,D:\github\2026-NYPC\summission_result\tournament\Pretest #26\battle-211228\tc-1-1558-vs-586.log,W,B's HQ destroyed on day 122,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,26,1558,216395,D:\github\2026-NYPC\summission_result\tournament\Pretest #26\battle-216395\tc-1-1558-vs-1566.log,W,"200 days elapsed, HQ hp 25 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,26,388,217988,D:\github\2026-NYPC\summission_result\tournament\Pretest #26\battle-217988\tc-1-388-vs-1558.log,W,B's HQ destroyed on day 161,1,6,30,8,2,14,FAILURE_RELEASED,,,1,1,3,3,TIED,5,T15:R22 T29:R9,T15:R38 T29:R51
65257,27,1558,220686,D:\github\2026-NYPC\summission_result\tournament\Pretest #27\battle-220686\tc-1-1558-vs-1406.log,W,"200 days elapsed, HQ hp 25 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,27,1237,226381,D:\github\2026-NYPC\summission_result\tournament\Pretest #27\battle-226381\tc-1-1237-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",1,63,45,,,68,NO_LAUNCH_RESOLVED,0,0,7,6,8,6,AHEAD,1,T66:R29,
65257,27,1558,226791,D:\github\2026-NYPC\summission_result\tournament\Pretest #27\battle-226791\tc-1-1558-vs-25.log,W,"200 days elapsed, HQ hp 25 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,27,1558,228422,D:\github\2026-NYPC\summission_result\tournament\Pretest #27\battle-228422\tc-1-1558-vs-146.log,W,"200 days elapsed, HQ hp 25 vs 9",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,28,1558,229667,D:\github\2026-NYPC\summission_result\tournament\Pretest #28\battle-229667\tc-1-1558-vs-143.log,W,B's HQ destroyed on day 152,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,28,1558,231759,D:\github\2026-NYPC\summission_result\tournament\Pretest #28\battle-231759\tc-1-1558-vs-453.log,W,"200 days elapsed, HQ hp 25 vs 15",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,28,1558,233427,D:\github\2026-NYPC\summission_result\tournament\Pretest #28\battle-233427\tc-1-1558-vs-176.log,W,"200 days elapsed, HQ hp 25 vs 10",1,43,49,,,46,NO_LAUNCH_RELEASED,,,6,5,7,6,AHEAD,0,T47:R31,T43:R49
65257,28,1558,236755,D:\github\2026-NYPC\summission_result\tournament\Pretest #28\battle-236755\tc-1-1558-vs-1354.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,29,1558,237596,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-237596\tc-1-1558-vs-538.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,29,1558,238016,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-238016\tc-1-1558-vs-1041.log,W,"200 days elapsed, HQ hp 30 vs 2",1,44,29,,,56,NO_LAUNCH_RESOLVED,0,0,4,3,6,4,AHEAD,1,T47:R9 T51:R24,T50:R39
65257,29,1558,240129,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-240129\tc-1-1558-vs-787.log,W,"200 days elapsed, HQ hp 20 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,29,1558,240541,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-240541\tc-1-1558-vs-614.log,W,"200 days elapsed, HQ hp 25 vs 10",1,51,77,57,4,63,SUCCESS,0,0,7,6,8,9,BEHIND,0,T53:R64,T51:R77 T58:R27 T58:R40
65257,29,1558,242221,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-242221\tc-1-1558-vs-141.log,W,"200 days elapsed, HQ hp 30 vs 10",1,50,9,52,3,56,SUCCESS,0,0,7,6,7,7,TIED,1,,T52:R32
65257,29,313,242639,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-242639\tc-1-313-vs-1558.log,W,"200 days elapsed, HQ hp 25 vs 10",1,59,44,,,64,NO_LAUNCH_RESOLVED,0,0,6,6,8,8,TIED,1,T60:R5 T65:R56,T62:R75 T65:R63
65257,29,1558,243484,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-243484\tc-1-1558-vs-489.log,W,B's HQ destroyed on day 189,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,29,1558,244327,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-244327\tc-1-1558-vs-336.log,W,"200 days elapsed, HQ hp 30 vs 8",1,45,32,52,4,60,SUCCESS,0,0,6,5,8,9,BEHIND,0,T47:R11 T50:R4,T45:R32 T49:R65 T52:R55 T54:R56
65257,29,1558,244751,D:\github\2026-NYPC\summission_result\tournament\Pretest #29\battle-244751\tc-1-1558-vs-138.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,30,1558,249467,D:\github\2026-NYPC\summission_result\tournament\Pretest #30\battle-249467\tc-1-1558-vs-1554.log,W,"200 days elapsed, HQ hp 25 vs 10",1,69,36,76,6,81,SUCCESS,0,0,8,6,9,8,AHEAD,0,T72:R48,T71:R36 T74:R62
65257,30,988,250323,D:\github\2026-NYPC\summission_result\tournament\Pretest #30\battle-250323\tc-1-988-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 7",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,30,1558,251192,D:\github\2026-NYPC\summission_result\tournament\Pretest #30\battle-251192\tc-1-1558-vs-1620.log,W,"200 days elapsed, HQ hp 30 vs 15",1,67,55,67,3,77,SUCCESS,0,0,8,8,8,8,TIED,1,,
65257,30,489,251618,D:\github\2026-NYPC\summission_result\tournament\Pretest #30\battle-251618\tc-1-489-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,30,1558,252917,D:\github\2026-NYPC\summission_result\tournament\Pretest #30\battle-252917\tc-1-1558-vs-1099.log,W,B's HQ destroyed on day 178,1,20,31,,,23,NO_LAUNCH_RELEASED,,,3,2,4,5,BEHIND,0,T26:R22,T20:R31 T30:R29 T35:R36
65257,30,1558,253346,D:\github\2026-NYPC\summission_result\tournament\Pretest #30\battle-253346\tc-1-1558-vs-773.log,W,"200 days elapsed, HQ hp 30 vs 10",0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
65257,30,1558,254666,D:\github\2026-NYPC\summission_result\tournament\Pretest #30\battle-254666\tc-1-1558-vs-1165.log,W,"200 days elapsed, HQ hp 30 vs 10",1,45,15,,,52,NO_LAUNCH_RESOLVED,0,0,6,5,6,6,TIED,1,,T46:R39
65257,30,1558,256379,D:\github\2026-NYPC\summission_result\tournament\Pretest #30\battle-256379\tc-1-1558-vs-1054.log,W,B's HQ destroyed on day 185,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
70784,14,217,118863,D:\github\2026-NYPC\summission_result\tournament\Pretest #14\battle-118863\tc-1-217-vs-1558.log,W,B's HQ destroyed on day 152,1,77,25,82,4,94,SUCCESS,0,0,5,3,5,4,AHEAD,0,,T77:R25
70784,14,29,121757,D:\github\2026-NYPC\summission_result\tournament\Pretest #14\battle-121757\tc-1-29-vs-1558.log,W,B's HQ destroyed on day 151,0,,,,,,NO_TRIGGER,,,,,,,NO_TRIGGER,,,
70784,14,1095,122092,D:\github\2026-NYPC\summission_result\tournament\Pretest #14\battle-122092\tc-1-1095-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 25",1,45,32,53,5,61,SUCCESS,0,0,6,5,9,6,AHEAD,0,T46:R16 T49:R17 T57:R58,T45:R32
70784,14,1281,122747,D:\github\2026-NYPC\summission_result\tournament\Pretest #14\battle-122747\tc-1-1281-vs-1558.log,W,B's HQ destroyed on day 199,1,77,38,,,83,NO_LAUNCH_RESOLVED,0,0,7,5,7,5,AHEAD,1,,
70784,14,411,123047,D:\github\2026-NYPC\summission_result\tournament\Pretest #14\battle-123047\tc-1-411-vs-1558.log,W,B's HQ destroyed on day 158,1,22,15,,,27,NO_LAUNCH_RELEASED,,,3,2,5,6,BEHIND,0,T30:R30 T35:R10,T22:R15 T32:R26 T37:R42 T43:R46
70784,15,423,126678,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-126678\tc-1-423-vs-1558.log,W,"200 days elapsed, HQ hp 30 vs 25",1,44,49,,,45,NO_LAUNCH_RELEASED,,,6,5,8,9,BEHIND,0,T47:R39 T52:R45,T44:R49 T48:R53 T51:R63 T54:R57
70784,15,1007,127106,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-127106\tc-1-1007-vs-1558.log,W,"200 days elapsed, HQ hp 20 vs 15",1,45,30,53,5,64,SUCCESS,0,0,6,6,8,7,AHEAD,0,T48:R8 T52:R34,T46:R30
70784,15,939,128746,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-128746\tc-1-939-vs-1558.log,W,"200 days elapsed, HQ hp 25 vs 20",1,46,25,,,49,NO_LAUNCH_RESOLVED,0,0,6,5,6,6,TIED,1,,T48:R32
70784,15,353,130335,D:\github\2026-NYPC\summission_result\tournament\Pretest #15\battle-130335\tc-1-353-vs-1558.log,W,B's HQ destroyed on day 132,1,39,4,45,5,51,SUCCESS,0,0,5,3,5,4,AHEAD,0,,T39:R4
